x,y,phi,Bx,By
0.000000000000000000e+00,5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,7.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,8.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
0.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,5.122800868329481071e-06,5.165746208426804926e-06,-5.165746208426804926e-06
1.000000000000000000e+00,2.000000000000000000e+00,1.033149241685360985e-05,1.033165864958499307e-05,-5.208525315792747254e-06
1.000000000000000000e+00,3.000000000000000000e+00,1.553985149991497558e-05,1.567003990211928512e-05,-5.337212830028252434e-06
1.000000000000000000e+00,4.000000000000000000e+00,2.100591807691011472e-05,2.100758755750339413e-05,-5.464397096401861430e-06
1.000000000000000000e+00,5.000000000000000000e+00,2.646864569271869844e-05,2.669012568380316146e-05,-5.677496683002249080e-06
1.000000000000000000e+00,6.000000000000000000e+00,3.236091144291461288e-05,3.236679523261096436e-05,-5.886381960499569737e-06
1.000000000000000000e+00,7.000000000000000000e+00,3.824140961371783791e-05,3.856089777071717320e-05,-6.181043000964507849e-06
1.000000000000000000e+00,8.000000000000000000e+00,4.472299744484362858e-05,4.473724933060434195e-05,-6.467335945365077290e-06
1.000000000000000000e+00,9.000000000000000000e+00,5.117608150444799249e-05,5.160290819449661549e-05,-6.838903054488062219e-06
1.000000000000000000e+00,1.000000000000000000e+01,5.840080355381975302e-05,5.842910959242159650e-05,-7.196416010769917044e-06
1.000000000000000000e+00,1.100000000000000000e+01,6.556891352598782658e-05,6.611493143081462230e-05,-7.638059934931695912e-06
1.000000000000000000e+00,1.200000000000000000e+01,7.367692342368314484e-05,7.372659618306822349e-05,-8.058337138310253168e-06
1.000000000000000000e+00,1.300000000000000000e+01,8.168558780260833292e-05,8.236502804782494210e-05,-8.560639417290490777e-06
1.000000000000000000e+00,1.400000000000000000e+01,9.079820225826412640e-05,9.087825837620514891e-05,-9.032558337714764187e-06
1.000000000000000000e+00,1.500000000000000000e+01,9.975070447803786129e-05,1.005799615369477472e-04,-9.583099947393914058e-06
1.000000000000000000e+00,1.600000000000000000e+01,1.099644021530519545e-04,1.100855971070016474e-04,-1.009250272106439352e-05
1.000000000000000000e+00,1.700000000000000000e+01,1.199357099201666483e-04,1.209330336927593190e-04,-1.067551747033565349e-05
1.000000000000000000e+00,1.800000000000000000e+01,1.313154370937232615e-04,1.314902273558640105e-04,-1.120493691141587775e-05
1.000000000000000000e+00,1.900000000000000000e+01,1.423455837429984038e-04,1.435306559027337405e-04,-1.180109867679471282e-05
1.000000000000000000e+00,2.000000000000000000e+01,1.549176344473126871e-04,1.551600352250448846e-04,-1.232964992658209938e-05
1.000000000000000000e+00,2.100000000000000000e+01,1.670048835961626026e-04,1.683982562075670667e-04,-1.291606720204695625e-05
1.000000000000000000e+00,2.200000000000000000e+01,1.807497688514065996e-04,1.810750763223616219e-04,-1.341957778428896117e-05
1.000000000000000000e+00,2.300000000000000000e+01,1.938440391647405249e-04,1.954664175940876072e-04,-1.397006743916719628e-05
1.000000000000000000e+00,2.400000000000000000e+01,2.086899037297409922e-04,2.091142551228417610e-04,-1.442151317189969842e-05
1.000000000000000000e+00,2.500000000000000000e+01,2.226870655085399218e-04,2.245584256908292938e-04,-1.490721550241602689e-05
1.000000000000000000e+00,2.600000000000000000e+01,2.385043347345730460e-04,2.390440887889358360e-04,-1.527751517167032062e-05
1.000000000000000000e+00,2.700000000000000000e+01,2.532420958518805630e-04,2.553806387823507294e-04,-1.566789225647241253e-05
1.000000000000000000e+00,2.800000000000000000e+01,2.698401192475178710e-04,2.705110542059231422e-04,-1.592708843723203687e-05
1.000000000000000000e+00,2.900000000000000000e+01,2.850962727263446368e-04,2.875172369069739020e-04,-1.619131617532228694e-05
1.000000000000000000e+00,3.000000000000000000e+01,3.022227515981624449e-04,3.030390980403649534e-04,-1.631013242961529969e-05
1.000000000000000000e+00,3.100000000000000000e+01,3.177165375855752361e-04,3.204309125795884146e-04,-1.641885362182400111e-05
1.000000000000000000e+00,3.200000000000000000e+01,3.350604588418104471e-04,3.360338094201557511e-04,-1.637057067788987995e-05
1.000000000000000000e+00,3.300000000000000000e+01,3.504576789413549960e-04,3.534708885466053682e-04,-1.629792447545148318e-05
1.000000000000000000e+00,3.400000000000000000e+01,3.676563077927134135e-04,3.687944730771279067e-04,-1.606046356694389708e-05
1.000000000000000000e+00,3.500000000000000000e+01,3.825786060752427902e-04,3.858892549420431077e-04,-1.578625067507306661e-05
1.000000000000000000e+00,3.600000000000000000e+01,3.992288091428595467e-04,4.005347146604660300e-04,-1.534429755001024613e-05
1.000000000000000000e+00,3.700000000000000000e+01,4.132672011752632824e-04,4.168659996674000615e-04,-1.485608873084517576e-05
1.000000000000000000e+00,3.800000000000000000e+01,4.289409866045498982e-04,4.304117258965293102e-04,-1.420304613730723089e-05
1.000000000000000000e+00,3.900000000000000000e+01,4.416732934498777442e-04,4.455422869957683480e-04,-1.349800402482647754e-05
1.000000000000000000e+00,4.000000000000000000e+01,4.559369946542028533e-04,4.575631613440299568e-04,-1.263753451449805979e-05
1.000000000000000000e+00,4.100000000000000000e+01,4.669483624788738638e-04,4.710605884268335508e-04,-1.172370639806661046e-05
1.000000000000000000e+00,4.200000000000000000e+01,4.793844074503360742e-04,4.811498210883983877e-04,-1.067063133339995118e-05
1.000000000000000000e+00,4.300000000000000000e+01,4.882896251456737662e-04,4.926092984139091155e-04,-9.567492419212757747e-06
1.000000000000000000e+00,4.400000000000000000e+01,4.985193922887615897e-04,5.004013053107004769e-04,-8.347854121148936407e-06
1.000000000000000000e+00,4.500000000000000000e+01,5.049853333879716390e-04,5.094686209837981372e-04,-7.085941111746249521e-06
1.000000000000000000e+00,4.600000000000000000e+01,5.126912745122540888e-04,5.146611016439127124e-04,-5.736113992623717746e-06
1.000000000000000000e+00,4.700000000000000000e+01,5.164575613732190745e-04,5.210539480972890998e-04,-4.355684577223950353e-06
1.000000000000000000e+00,4.800000000000000000e+01,5.214026436667019895e-04,5.234271953787630015e-04,-2.920530581422011406e-06
1.000000000000000000e+00,4.900000000000000000e+01,5.222986225360630973e-04,5.269528031018088157e-04,-1.469304057577329459e-06
1.000000000000000000e+00,5.000000000000000000e+01,5.243412517818566484e-04,5.263843887818471772e-04,5.077541969235148389e-10
1.000000000000000000e+00,5.100000000000000000e+01,5.222976070276692502e-04,5.269517740000889596e-04,1.470348947022045646e-06
1.000000000000000000e+00,5.200000000000000000e+01,5.214005538878125571e-04,5.234251214547186752e-04,2.921620706762757032e-06
1.000000000000000000e+00,5.300000000000000000e+01,5.164543656141437362e-04,5.210507098539137209e-04,4.356882030630672767e-06
1.000000000000000000e+00,5.400000000000000000e+01,5.126867898265512116e-04,5.146566502948467800e-04,5.737436255887930475e-06
1.000000000000000000e+00,5.500000000000000000e+01,5.049794931023678752e-04,5.094627040566707338e-04,7.087460507813544974e-06
1.000000000000000000e+00,5.600000000000000000e+01,4.985118688109241216e-04,5.003938359918436943e-04,8.349591472363272152e-06
1.000000000000000000e+00,5.700000000000000000e+01,4.882803101576413309e-04,4.925998633317245010e-04,9.569537905100198270e-06
1.000000000000000000e+00,5.800000000000000000e+01,4.793727930007237251e-04,4.811382868435156693e-04,1.067301099970955009e-05
1.000000000000000000e+00,5.900000000000000000e+01,4.669342881582222307e-04,4.710463364316535618e-04,1.172653712541092382e-05
1.000000000000000000e+00,6.000000000000000000e+01,4.559197187499018774e-04,4.575459990392063536e-04,1.264084969762491076e-05
1.000000000000000000e+00,6.100000000000000000e+01,4.416525887629724092e-04,4.455213269184610985e-04,1.350195781377197209e-05
1.000000000000000000e+00,6.200000000000000000e+01,4.289158031223579332e-04,4.303866991833743333e-04,1.420768170163090312e-05
1.000000000000000000e+00,6.300000000000000000e+01,4.132372253597106030e-04,4.168356630049230467e-04,1.486161029581623558e-05
1.000000000000000000e+00,6.400000000000000000e+01,3.991925825307254621e-04,4.004987005194885537e-04,1.535076081774828681e-05
1.000000000000000000e+00,6.500000000000000000e+01,3.825357037242140294e-04,3.858458488602617073e-04,1.579392550075782117e-05
1.000000000000000000e+00,6.600000000000000000e+01,3.676047315292098197e-04,3.687431806016305911e-04,1.606942126742492679e-05
1.000000000000000000e+00,6.700000000000000000e+01,3.503968611893641758e-04,3.534093744277967144e-04,1.630851932773574311e-05
1.000000000000000000e+00,6.800000000000000000e+01,3.349876928737383335e-04,3.359614175135639956e-04,1.638289295545153151e-05
1.000000000000000000e+00,6.900000000000000000e+01,3.176310752784611128e-04,3.203444959167153750e-04,1.643336448503801388e-05
1.000000000000000000e+00,7.000000000000000000e+01,3.021209639036623058e-04,3.029377970941334042e-04,1.632694456526993256e-05
1.000000000000000000e+00,7.100000000000000000e+01,2.849771861479212477e-04,2.873968530320342076e-04,1.621102408773280983e-05
1.000000000000000000e+00,7.200000000000000000e+01,2.696989157281966861e-04,2.703704758528985633e-04,1.594983054442649295e-05
1.000000000000000000e+00,7.300000000000000000e+01,2.530775250590682618e-04,2.552143183956396871e-04,1.569442703046341515e-05
1.000000000000000000e+00,7.400000000000000000e+01,2.383100616672698558e-04,2.388506078206277376e-04,1.530800954515626065e-05
1.000000000000000000e+00,7.500000000000000000e+01,2.224615059687557405e-04,2.243305248061150305e-04,1.494262662313865209e-05
1.000000000000000000e+00,7.600000000000000000e+01,2.084248084209925516e-04,2.088501490337198077e-04,1.446203816049040425e-05
1.000000000000000000e+00,7.700000000000000000e+01,1.935374296477749320e-04,1.951566987868983132e-04,1.401690049724970701e-05
1.000000000000000000e+00,7.800000000000000000e+01,1.803910074264931376e-04,1.807175311929633385e-04,1.347294598775198172e-05
1.000000000000000000e+00,7.900000000000000000e+01,1.665915376722709685e-04,1.679808124763066117e-04,1.297744300184960800e-05
1.000000000000000000e+00,8.000000000000000000e+01,1.544361214227939216e-04,1.546799923332076447e-04,1.239928715989077005e-05
1.000000000000000000e+00,8.100000000000000000e+01,1.417929633524894284e-04,1.429726756000742564e-04,1.188079065609396964e-05
1.000000000000000000e+00,8.200000000000000000e+01,1.306745401106059823e-04,1.308510735992835395e-04,1.129495673056099650e-05
1.000000000000000000e+00,8.300000000000000000e+01,1.192030498913674354e-04,1.201934154438017078e-04,1.077802127776979961e-05
1.000000000000000000e+00,8.400000000000000000e+01,1.091184975550663831e-04,1.092417146046601611e-04,1.020776938589483708e-05
1.000000000000000000e+00,8.500000000000000000e+01,9.878751111957776126e-05,9.960780237277994966e-05,9.713686990830210327e-06
1.000000000000000000e+00,8.600000000000000000e+01,8.969112357340596245e-05,8.977346498629994805e-05,9.178728959065764073e-06
1.000000000000000000e+00,8.700000000000000000e+01,8.043005320144623312e-05,8.109802656997490043e-05,8.725384003101738846e-06
1.000000000000000000e+00,8.800000000000000000e+01,7.224035556720248476e-05,7.229252946087160792e-05,8.241871527912857966e-06
1.000000000000000000e+00,8.900000000000000000e+01,6.394631014562051719e-05,6.447777088790116124e-05,7.843827402537671375e-06
1.000000000000000000e+00,9.000000000000000000e+01,5.655270076212714201e-05,5.658363196968370726e-05,7.424540591049947193e-06
1.000000000000000000e+00,9.100000000000000000e+01,4.909722896352062280e-05,4.950571176591573197e-05,7.093284273527692568e-06
1.000000000000000000e+00,9.200000000000000000e+01,4.236613221507175688e-05,4.238298168451543800e-05,6.747946217892547051e-06
1.000000000000000000e+00,9.300000000000000000e+01,3.560133652773552870e-05,3.589787951137744267e-05,6.492219011991066561e-06
1.000000000000000000e+00,9.400000000000000000e+01,2.938169419108962375e-05,2.938991863968829472e-05,6.227866785244575912e-06
1.000000000000000000e+00,9.500000000000000000e+01,2.314560295724637687e-05,2.333859426943779312e-05,6.054016472093627220e-06
1.000000000000000000e+00,9.600000000000000000e+01,1.727366124690236931e-05,1.727708731723502685e-05,5.875367780676663402e-06
1.000000000000000000e+00,9.700000000000000000e+01,1.139486739589305007e-05,1.148994654369747811e-05,5.787667648299371131e-06
1.000000000000000000e+00,9.800000000000000000e+01,5.698325950303627052e-06,5.699218202660729068e-06,5.697433697946525035e-06
1.000000000000000000e+00,9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.000000000000000000e+00,1.033149241685360985e-05,5.208525315792747254e-06,-1.033165864958499307e-05
2.000000000000000000e+00,2.000000000000000000e+00,2.066331729916998615e-05,1.050429369369248019e-05,-1.050429369369248019e-05
2.000000000000000000e+00,3.000000000000000000e+00,3.134007980423857023e-05,1.580106190147377430e-05,-1.067592890791840105e-05
2.000000000000000000e+00,4.000000000000000000e+00,4.201517511500678826e-05,2.135960554285577730e-05,-1.102008578168387634e-05
2.000000000000000000e+00,5.000000000000000000e+00,5.338025136760632291e-05,2.691747425237959567e-05,-1.135920767510757023e-05
2.000000000000000000e+00,6.000000000000000000e+00,6.473359046522192872e-05,3.291169429476285330e-05,-1.187077208691401174e-05
2.000000000000000000e+00,7.000000000000000000e+00,7.712179554143434640e-05,3.889813690593556212e-05,-1.237045409799337759e-05
2.000000000000000000e+00,8.000000000000000000e+00,8.947449866120868391e-05,4.549526820606819176e-05,-1.304201042377944230e-05
2.000000000000000000e+00,9.000000000000000000e+00,1.032058163889932310e-04,5.206919235051251748e-05,-1.369186026181725454e-05
2.000000000000000000e+00,1.000000000000000000e+01,1.168582191848431930e-04,5.942717743466791606e-05,-1.451202323631800681e-05
2.000000000000000000e+00,1.100000000000000000e+01,1.322298628616292446e-04,6.673510642178086976e-05,-1.529748659064662699e-05
2.000000000000000000e+00,1.200000000000000000e+01,1.474531923661364470e-04,7.499819930971298278e-05,-1.625009661701031980e-05
2.000000000000000000e+00,1.300000000000000000e+01,1.647300560956498842e-04,8.316966982941803599e-05,-1.715166219313692543e-05
2.000000000000000000e+00,1.400000000000000000e+01,1.817565167524102978e-04,9.246316828066494147e-05,-1.821493348912280508e-05
2.000000000000000000e+00,1.500000000000000000e+01,2.011599230738954944e-04,1.016052861865463311e-04,-1.920733873079649853e-05
2.000000000000000000e+00,1.600000000000000000e+01,2.201711942140032949e-04,1.120293926831949962e-04,-2.035307215581157181e-05
2.000000000000000000e+00,1.700000000000000000e+01,2.418660673855186380e-04,1.222206003880049697e-04,-2.140463024886236302e-05
2.000000000000000000e+00,1.800000000000000000e+01,2.629804547117280209e-04,1.338435361523744496e-04,-2.259762220997442147e-05
2.000000000000000000e+00,1.900000000000000000e+01,2.870613118054674809e-04,1.451267772870276358e-04,-2.366980786918087415e-05
2.000000000000000000e+00,2.000000000000000000e+01,3.103200704500897692e-04,1.579774157517489005e-04,-2.486760030483332624e-05
2.000000000000000000e+00,2.100000000000000000e+01,3.367965124151341334e-04,1.703530296866991576e-04,-2.591504109731673734e-05
2.000000000000000000e+00,2.200000000000000000e+01,3.621501526447232439e-04,1.844134685994442660e-04,-2.706816138652054049e-05
2.000000000000000000e+00,2.300000000000000000e+01,3.909328351881752144e-04,1.978322997664065750e-04,-2.803917880048013909e-05
2.000000000000000000e+00,2.400000000000000000e+01,4.182285102456835221e-04,2.130309427188257576e-04,-2.909200809674168664e-05
2.000000000000000000e+00,2.500000000000000000e+01,4.491168513816585876e-04,2.273882933429996565e-04,-2.992983366609407495e-05
2.000000000000000000e+00,2.600000000000000000e+01,4.780881775778716720e-04,2.435941453198345341e-04,-3.082221309152143561e-05
2.000000000000000000e+00,2.700000000000000000e+01,5.107612775647014589e-04,2.587253162826634307e-04,-3.146696541698730618e-05
2.000000000000000000e+00,2.800000000000000000e+01,5.410221084118462843e-04,2.757442925640973732e-04,-3.213659812462317262e-05
